证券代码,证券简称,起始交易日期,最后交易日期,交割月份,行权价格,期权类型
10006287.SH,50ETF沽2024年1月2460A,2023-11-23,2024-01-24,202401,2.4600,认沽
10006288.SH,50ETF沽2024年1月2510A,2023-11-23,2024-01-24,202401,2.5100,认沽
10006289.SH,50ETF沽2024年1月2559A,2023-11-23,2024-01-24,202401,2.5590,认沽
10006290.SH,50ETF沽2024年1月2608A,2023-11-23,2024-01-24,202401,2.6080,认沽
10006291.SH,300ETF购2024年1月3133A,2023-11-23,2024-01-24,202401,3.1330,认购
10006292.SH,300ETF购2024年1月3231A,2023-11-23,2024-01-24,202401,3.2310,认购
10006293.SH,300ETF购2024年1月3329A,2023-11-23,2024-01-24,202401,3.3290,认购
10006294.SH,300ETF购2024年1月3427A,2023-11-23,2024-01-24,202401,3.4270,认购
10006295.SH,300ETF购2024年1月3525A,2023-11-23,2024-01-24,202401,3.5250,认购
10006296.SH,300ETF购2024年1月3622A,2023-11-23,2024-01-24,202401,3.6220,认购
10006297.SH,300ETF购2024年1月3720A,2023-11-23,2024-01-24,202401,3.7200,认购
10006298.SH,300ETF购2024年1月3818A,2023-11-23,2024-01-24,202401,3.8180,认购
10006299.SH,300ETF购2024年1月3916A,2023-11-23,2024-01-24,202401,3.9160,认购
10006300.SH,300ETF沽2024年1月3133A,2023-11-23,2024-01-24,202401,3.1330,认沽
10006301.SH,300ETF沽2024年1月3231A,2023-11-23,2024-01-24,202401,3.2310,认沽
10006302.SH,300ETF沽2024年1月3329A,2023-11-23,2024-01-24,202401,3.3290,认沽
10006303.SH,300ETF沽2024年1月3427A,2023-11-23,2024-01-24,202401,3.4270,认沽
10006304.SH,300ETF沽2024年1月3525A,2023-11-23,2024-01-24,202401,3.5250,认沽
10006305.SH,300ETF沽2024年1月3622A,2023-11-23,2024-01-24,202401,3.6220,认沽
10006306.SH,300ETF沽2024年1月3720A,2023-11-23,2024-01-24,202401,3.7200,认沽
10006307.SH,300ETF沽2024年1月3818A,2023-11-23,2024-01-24,202401,3.8180,认沽
10006308.SH,300ETF沽2024年1月3916A,2023-11-23,2024-01-24,202401,3.9160,认沽
10006309.SH,500ETF购2024年1月4900,2023-11-23,2024-01-24,202401,4.9000,认购
10006310.SH,500ETF购2024年1月5000,2023-11-23,2024-01-24,202401,5.0000,认购
10006311.SH,500ETF购2024年1月5250,2023-11-23,2024-01-24,202401,5.2500,认购
10006312.SH,500ETF购2024年1月5500,2023-11-23,2024-01-24,202401,5.5000,认购
10006313.SH,500ETF购2024年1月5750,2023-11-23,2024-01-24,202401,5.7500,认购
10006314.SH,500ETF购2024年1月6000,2023-11-23,2024-01-24,202401,6.0000,认购
10006315.SH,500ETF购2024年1月6250,2023-11-23,2024-01-24,202401,6.2500,认购
10006316.SH,500ETF购2024年1月6500,2023-11-23,2024-01-24,202401,6.5000,认购
10006317.SH,500ETF购2024年1月6750,2023-11-23,2024-01-24,202401,6.7500,认购
10006318.SH,500ETF沽2024年1月4900,2023-11-23,2024-01-24,202401,4.9000,认沽
10006319.SH,500ETF沽2024年1月5000,2023-11-23,2024-01-24,202401,5.0000,认沽
10006320.SH,500ETF沽2024年1月5250,2023-11-23,2024-01-24,202401,5.2500,认沽
10006321.SH,500ETF沽2024年1月5500,2023-11-23,2024-01-24,202401,5.5000,认沽
10006322.SH,500ETF沽2024年1月5750,2023-11-23,2024-01-24,202401,5.7500,认沽
10006323.SH,500ETF沽2024年1月6000,2023-11-23,2024-01-24,202401,6.0000,认沽
10006324.SH,500ETF沽2024年1月6250,2023-11-23,2024-01-24,202401,6.2500,认沽
10006325.SH,500ETF沽2024年1月6500,2023-11-23,2024-01-24,202401,6.5000,认沽
10006326.SH,500ETF沽2024年1月6750,2023-11-23,2024-01-24,202401,6.7500,认沽
10006327.SH,科创50购2024年1月700,2023-11-23,2024-01-24,202401,0.7000,认购
10006328.SH,科创50购2024年1月750,2023-11-23,2024-01-24,202401,0.7500,认购
10006329.SH,科创50购2024年1月800,2023-11-23,2024-01-24,202401,0.8000,认购
10006330.SH,科创50购2024年1月850,2023-11-23,2024-01-24,202401,0.8500,认购
10006331.SH,科创50购2024年1月900,2023-11-23,2024-01-24,202401,0.9000,认购
10006332.SH,科创50购2024年1月950,2023-11-23,2024-01-24,202401,0.9500,认购
10006333.SH,科创50购2024年1月1000,2023-11-23,2024-01-24,202401,1.0000,认购
10006334.SH,科创50购2024年1月1050,2023-11-23,2024-01-24,202401,1.0500,认购
10006335.SH,科创50购2024年1月1100,2023-11-23,2024-01-24,202401,1.1000,认购
10006336.SH,科创50沽2024年1月700,2023-11-23,2024-01-24,202401,0.7000,认沽
10006337.SH,科创50沽2024年1月750,2023-11-23,2024-01-24,202401,0.7500,认沽
10006338.SH,科创50沽2024年1月800,2023-11-23,2024-01-24,202401,0.8000,认沽
10006339.SH,科创50沽2024年1月850,2023-11-23,2024-01-24,202401,0.8500,认沽
10006340.SH,科创50沽2024年1月900,2023-11-23,2024-01-24,202401,0.9000,认沽
10006341.SH,科创50沽2024年1月950,2023-11-23,2024-01-24,202401,0.9500,认沽
10006342.SH,科创50沽2024年1月1000,2023-11-23,2024-01-24,202401,1.0000,认沽
10006343.SH,科创50沽2024年1月1050,2023-11-23,2024-01-24,202401,1.0500,认沽
10006344.SH,科创50沽2024年1月1100,2023-11-23,2024-01-24,202401,1.1000,认沽
10006345.SH,科创板50购2024年1月700,2023-11-23,2024-01-24,202401,0.7000,认购
10006346.SH,科创板50购2024年1月750,2023-11-23,2024-01-24,202401,0.7500,认购
10006347.SH,科创板50购2024年1月800,2023-11-23,2024-01-24,202401,0.8000,认购
10006348.SH,科创板50购2024年1月850,2023-11-23,2024-01-24,202401,0.8500,认购
10006349.SH,科创板50购2024年1月900,2023-11-23,2024-01-24,202401,0.9000,认购
10006350.SH,科创板50购2024年1月950,2023-11-23,2024-01-24,202401,0.9500,认购
10006351.SH,科创板50购2024年1月1000,2023-11-23,2024-01-24,202401,1.0000,认购
10006352.SH,科创板50购2024年1月1050,2023-11-23,2024-01-24,202401,1.0500,认购
10006353.SH,科创板50购2024年1月1100,2023-11-23,2024-01-24,202401,1.1000,认购
10006354.SH,科创板50沽2024年1月700,2023-11-23,2024-01-24,202401,0.7000,认沽
10006355.SH,科创板50沽2024年1月750,2023-11-23,2024-01-24,202401,0.7500,认沽
10006356.SH,科创板50沽2024年1月800,2023-11-23,2024-01-24,202401,0.8000,认沽
10006357.SH,科创板50沽2024年1月850,2023-11-23,2024-01-24,202401,0.8500,认沽
10006358.SH,科创板50沽2024年1月900,2023-11-23,2024-01-24,202401,0.9000,认沽
10006359.SH,科创板50沽2024年1月950,2023-11-23,2024-01-24,202401,0.9500,认沽
10006360.SH,科创板50沽2024年1月1000,2023-11-23,2024-01-24,202401,1.0000,认沽
10006361.SH,科创板50沽2024年1月1050,2023-11-23,2024-01-24,202401,1.0500,认沽
10006362.SH,科创板50沽2024年1月1100,2023-11-23,2024-01-24,202401,1.1000,认沽
10006363.SH,50ETF购2024年1月2657A,2023-11-24,2024-01-24,202401,2.6570,认购
10006364.SH,50ETF沽2024年1月2657A,2023-11-24,2024-01-24,202401,2.6570,认沽
10006365.SH,50ETF购2023年12月2250,2023-11-27,2023-12-27,202312,2.2500,认购
10006366.SH,50ETF购2023年12月2300,2023-11-27,2023-12-27,202312,2.3000,认购
10006367.SH,50ETF购2023年12月2350,2023-11-27,2023-12-27,202312,2.3500,认购
10006368.SH,50ETF购2023年12月2400,2023-11-27,2023-12-27,202312,2.4000,认购
10006369.SH,50ETF购2023年12月2450,2023-11-27,2023-12-27,202312,2.4500,认购
10006370.SH,50ETF购2023年12月2500,2023-11-27,2023-12-27,202312,2.5000,认购
10006371.SH,50ETF购2023年12月2550,2023-11-27,2023-12-27,202312,2.5500,认购
10006372.SH,50ETF购2023年12月2600,2023-11-27,2023-12-27,202312,2.6000,认购
10006373.SH,50ETF购2023年12月2650,2023-11-27,2023-12-27,202312,2.6500,认购
10006374.SH,50ETF沽2023年12月2250,2023-11-27,2023-12-27,202312,2.2500,认沽
10006375.SH,50ETF沽2023年12月2300,2023-11-27,2023-12-27,202312,2.3000,认沽
10006376.SH,50ETF沽2023年12月2350,2023-11-27,2023-12-27,202312,2.3500,认沽
10006377.SH,50ETF沽2023年12月2400,2023-11-27,2023-12-27,202312,2.4000,认沽
10006378.SH,50ETF沽2023年12月2450,2023-11-27,2023-12-27,202312,2.4500,认沽
10006379.SH,50ETF沽2023年12月2500,2023-11-27,2023-12-27,202312,2.5000,认沽
10006380.SH,50ETF沽2023年12月2550,2023-11-27,2023-12-27,202312,2.5500,认沽
10006381.SH,50ETF沽2023年12月2600,2023-11-27,2023-12-27,202312,2.6000,认沽
10006382.SH,50ETF沽2023年12月2650,2023-11-27,2023-12-27,202312,2.6500,认沽
10006383.SH,50ETF购2024年1月2250,2023-11-27,2024-01-24,202401,2.2500,认购
10006384.SH,50ETF购2024年1月2300,2023-11-27,2024-01-24,202401,2.3000,认购
10006385.SH,50ETF购2024年1月2350,2023-11-27,2024-01-24,202401,2.3500,认购
10006386.SH,50ETF购2024年1月2400,2023-11-27,2024-01-24,202401,2.4000,认购
10006387.SH,50ETF购2024年1月2450,2023-11-27,2024-01-24,202401,2.4500,认购
10006388.SH,50ETF购2024年1月2500,2023-11-27,2024-01-24,202401,2.5000,认购
10006389.SH,50ETF购2024年1月2550,2023-11-27,2024-01-24,202401,2.5500,认购
10006390.SH,50ETF购2024年1月2600,2023-11-27,2024-01-24,202401,2.6000,认购
10006391.SH,50ETF购2024年1月2650,2023-11-27,2024-01-24,202401,2.6500,认购
10006392.SH,50ETF沽2024年1月2250,2023-11-27,2024-01-24,202401,2.2500,认沽
10006393.SH,50ETF沽2024年1月2300,2023-11-27,2024-01-24,202401,2.3000,认沽
10006394.SH,50ETF沽2024年1月2350,2023-11-27,2024-01-24,202401,2.3500,认沽
10006395.SH,50ETF沽2024年1月2400,2023-11-27,2024-01-24,202401,2.4000,认沽
10006396.SH,50ETF沽2024年1月2450,2023-11-27,2024-01-24,202401,2.4500,认沽
10006397.SH,50ETF沽2024年1月2500,2023-11-27,2024-01-24,202401,2.5000,认沽
10006398.SH,50ETF沽2024年1月2550,2023-11-27,2024-01-24,202401,2.5500,认沽
10006399.SH,50ETF沽2024年1月2600,2023-11-27,2024-01-24,202401,2.6000,认沽
10006400.SH,50ETF沽2024年1月2650,2023-11-27,2024-01-24,202401,2.6500,认沽
10006401.SH,50ETF购2024年3月2250,2023-11-27,2024-03-27,202403,2.2500,认购
10006402.SH,50ETF购2024年3月2300,2023-11-27,2024-03-27,202403,2.3000,认购
10006403.SH,50ETF购2024年3月2350,2023-11-27,2024-03-27,202403,2.3500,认购
10006404.SH,50ETF购2024年3月2400,2023-11-27,2024-03-27,202403,2.4000,认购
10006405.SH,50ETF购2024年3月2450,2023-11-27,2024-03-27,202403,2.4500,认购
10006406.SH,50ETF购2024年3月2500,2023-11-27,2024-03-27,202403,2.5000,认购
10006407.SH,50ETF购2024年3月2550,2023-11-27,2024-03-27,202403,2.5500,认购
10006408.SH,50ETF购2024年3月2600,2023-11-27,2024-03-27,202403,2.6000,认购
10006409.SH,50ETF购2024年3月2650,2023-11-27,2024-03-27,202403,2.6500,认购
10006410.SH,50ETF沽2024年3月2250,2023-11-27,2024-03-27,202403,2.2500,认沽
10006411.SH,50ETF沽2024年3月2300,2023-11-27,2024-03-27,202403,2.3000,认沽
10006412.SH,50ETF沽2024年3月2350,2023-11-27,2024-03-27,202403,2.3500,认沽
10006413.SH,50ETF沽2024年3月2400,2023-11-27,2024-03-27,202403,2.4000,认沽
10006414.SH,50ETF沽2024年3月2450,2023-11-27,2024-03-27,202403,2.4500,认沽
10006415.SH,50ETF沽2024年3月2500,2023-11-27,2024-03-27,202403,2.5000,认沽
10006416.SH,50ETF沽2024年3月2550,2023-11-27,2024-03-27,202403,2.5500,认沽
10006417.SH,50ETF沽2024年3月2600,2023-11-27,2024-03-27,202403,2.6000,认沽
10006418.SH,50ETF沽2024年3月2650,2023-11-27,2024-03-27,202403,2.6500,认沽
10006419.SH,50ETF购2024年6月2250,2023-11-27,2024-06-26,202406,2.2500,认购
10006420.SH,50ETF购2024年6月2300,2023-11-27,2024-06-26,202406,2.3000,认购
10006421.SH,50ETF购2024年6月2350,2023-11-27,2024-06-26,202406,2.3500,认购
10006422.SH,50ETF购2024年6月2400,2023-11-27,2024-06-26,202406,2.4000,认购
10006423.SH,50ETF购2024年6月2450,2023-11-27,2024-06-26,202406,2.4500,认购
10006424.SH,50ETF购2024年6月2500,2023-11-27,2024-06-26,202406,2.5000,认购
10006425.SH,50ETF购2024年6月2550,2023-11-27,2024-06-26,202406,2.5500,认购
10006426.SH,50ETF购2024年6月2600,2023-11-27,2024-06-26,202406,2.6000,认购
10006427.SH,50ETF购2024年6月2650,2023-11-27,2024-06-26,202406,2.6500,认购
10006428.SH,50ETF沽2024年6月2250,2023-11-27,2024-06-26,202406,2.2500,认沽
10006429.SH,50ETF沽2024年6月2300,2023-11-27,2024-06-26,202406,2.3000,认沽
10006430.SH,50ETF沽2024年6月2350,2023-11-27,2024-06-26,202406,2.3500,认沽
10006431.SH,50ETF沽2024年6月2400,2023-11-27,2024-06-26,202406,2.4000,认沽
10006432.SH,50ETF沽2024年6月2450,2023-11-27,2024-06-26,202406,2.4500,认沽
10006433.SH,50ETF沽2024年6月2500,2023-11-27,2024-06-26,202406,2.5000,认沽
10006434.SH,50ETF沽2024年6月2550,2023-11-27,2024-06-26,202406,2.5500,认沽
10006435.SH,50ETF沽2024年6月2600,2023-11-27,2024-06-26,202406,2.6000,认沽
10006436.SH,50ETF沽2024年6月2650,2023-11-27,2024-06-26,202406,2.6500,认沽
10006437.SH,50ETF购2023年12月2200,2023-11-28,2023-12-27,202312,2.2000,认购
10006438.SH,50ETF沽2023年12月2200,2023-11-28,2023-12-27,202312,2.2000,认沽
10006439.SH,50ETF购2024年1月2200,2023-11-28,2024-01-24,202401,2.2000,认购
10006440.SH,50ETF沽2024年1月2200,2023-11-28,2024-01-24,202401,2.2000,认沽
10006441.SH,50ETF购2024年3月2200,2023-11-28,2024-03-27,202403,2.2000,认购
10006442.SH,50ETF沽2024年3月2200,2023-11-28,2024-03-27,202403,2.2000,认沽
10006443.SH,50ETF购2024年6月2200,2023-11-28,2024-06-26,202406,2.2000,认购
10006444.SH,50ETF沽2024年6月2200,2023-11-28,2024-06-26,202406,2.2000,认沽
10006445.SH,300ETF购2024年1月3035A,2023-12-04,2024-01-24,202401,3.0350,认购
10006446.SH,300ETF沽2024年1月3035A,2023-12-04,2024-01-24,202401,3.0350,认沽
10006447.SH,300ETF购2024年6月3035A,2023-12-04,2024-06-26,202406,3.0350,认购
10006448.SH,300ETF沽2024年6月3035A,2023-12-04,2024-06-26,202406,3.0350,认沽
10006449.SH,50ETF购2023年12月2150,2023-12-05,2023-12-27,202312,2.1500,认购
10006450.SH,50ETF沽2023年12月2150,2023-12-05,2023-12-27,202312,2.1500,认沽
10006451.SH,50ETF购2024年1月2150,2023-12-05,2024-01-24,202401,2.1500,认购
10006452.SH,50ETF沽2024年1月2150,2023-12-05,2024-01-24,202401,2.1500,认沽
10006453.SH,50ETF购2024年3月2150,2023-12-05,2024-03-27,202403,2.1500,认购
10006454.SH,50ETF沽2024年3月2150,2023-12-05,2024-03-27,202403,2.1500,认沽
10006455.SH,50ETF购2024年6月2150,2023-12-05,2024-06-26,202406,2.1500,认购
10006456.SH,50ETF沽2024年6月2150,2023-12-05,2024-06-26,202406,2.1500,认沽
10006457.SH,50ETF购2023年12月2100,2023-12-06,2023-12-27,202312,2.1000,认购
10006458.SH,50ETF沽2023年12月2100,2023-12-06,2023-12-27,202312,2.1000,认沽
10006459.SH,50ETF购2024年1月2100,2023-12-06,2024-01-24,202401,2.1000,认购
10006460.SH,50ETF沽2024年1月2100,2023-12-06,2024-01-24,202401,2.1000,认沽
10006461.SH,50ETF购2024年3月2100,2023-12-06,2024-03-27,202403,2.1000,认购
10006462.SH,50ETF沽2024年3月2100,2023-12-06,2024-03-27,202403,2.1000,认沽
10006463.SH,50ETF购2024年6月2100,2023-12-06,2024-06-26,202406,2.1000,认购
10006464.SH,50ETF沽2024年6月2100,2023-12-06,2024-06-26,202406,2.1000,认沽
10006465.SH,500ETF购2024年1月4800,2023-12-06,2024-01-24,202401,4.8000,认购
10006466.SH,500ETF沽2024年1月4800,2023-12-06,2024-01-24,202401,4.8000,认沽
10006467.SH,科创板50购2024年1月650,2023-12-06,2024-01-24,202401,0.6500,认购
10006468.SH,科创板50沽2024年1月650,2023-12-06,2024-01-24,202401,0.6500,认沽
10006469.SH,300ETF购2023年12月3000,2023-12-14,2023-12-27,202312,3.0000,认购
10006470.SH,300ETF沽2023年12月3000,2023-12-14,2023-12-27,202312,3.0000,认沽
10006471.SH,300ETF购2024年1月2937A,2023-12-14,2024-01-24,202401,2.9370,认购
10006472.SH,300ETF沽2024年1月2937A,2023-12-14,2024-01-24,202401,2.9370,认沽
10006473.SH,300ETF购2024年3月2937A,2023-12-14,2024-03-27,202403,2.9370,认购
10006474.SH,300ETF沽2024年3月2937A,2023-12-14,2024-03-27,202403,2.9370,认沽
10006475.SH,300ETF购2024年6月2937A,2023-12-14,2024-06-26,202406,2.9370,认购
10006476.SH,300ETF沽2024年6月2937A,2023-12-14,2024-06-26,202406,2.9370,认沽
10006477.SH,50ETF购2023年12月2050,2023-12-21,2023-12-27,202312,2.0500,认购
10006478.SH,50ETF沽2023年12月2050,2023-12-21,2023-12-27,202312,2.0500,认沽
10006479.SH,50ETF购2024年1月2050,2023-12-21,2024-01-24,202401,2.0500,认购
10006480.SH,50ETF沽2024年1月2050,2023-12-21,2024-01-24,202401,2.0500,认沽
10006481.SH,50ETF购2024年3月2050,2023-12-21,2024-03-27,202403,2.0500,认购
10006482.SH,50ETF沽2024年3月2050,2023-12-21,2024-03-27,202403,2.0500,认沽
10006483.SH,50ETF购2024年6月2050,2023-12-21,2024-06-26,202406,2.0500,认购
10006484.SH,50ETF沽2024年6月2050,2023-12-21,2024-06-26,202406,2.0500,认沽
10006485.SH,500ETF购2023年12月4700,2023-12-27,2023-12-27,202312,4.7000,认购
10006486.SH,500ETF沽2023年12月4700,2023-12-27,2023-12-27,202312,4.7000,认沽
10006487.SH,500ETF购2024年1月4700,2023-12-27,2024-01-24,202401,4.7000,认购
10006488.SH,500ETF沽2024年1月4700,2023-12-27,2024-01-24,202401,4.7000,认沽
10006489.SH,500ETF购2024年3月4700,2023-12-27,2024-03-27,202403,4.7000,认购
10006490.SH,500ETF沽2024年3月4700,2023-12-27,2024-03-27,202403,4.7000,认沽
10006491.SH,500ETF购2024年6月4626A,2023-12-27,2024-06-26,202406,4.6260,认购
10006492.SH,500ETF沽2024年6月4626A,2023-12-27,2024-06-26,202406,4.6260,认沽
10006493.SH,科创50购2023年12月650,2023-12-27,2023-12-27,202312,0.6500,认购
10006494.SH,科创50沽2023年12月650,2023-12-27,2023-12-27,202312,0.6500,认沽
10006495.SH,科创50购2024年1月650,2023-12-27,2024-01-24,202401,0.6500,认购
10006496.SH,科创50沽2024年1月650,2023-12-27,2024-01-24,202401,0.6500,认沽
10006497.SH,科创50购2024年3月650,2023-12-27,2024-03-27,202403,0.6500,认购
10006498.SH,科创50沽2024年3月650,2023-12-27,2024-03-27,202403,0.6500,认沽
10006499.SH,科创50购2024年6月650,2023-12-27,2024-06-26,202406,0.6500,认购
10006500.SH,科创50沽2024年6月650,2023-12-27,2024-06-26,202406,0.6500,认沽
10006501.SH,50ETF购2024年2月2100,2023-12-28,2024-02-28,202402,2.1000,认购
10006502.SH,50ETF购2024年2月2150,2023-12-28,2024-02-28,202402,2.1500,认购
10006503.SH,50ETF购2024年2月2200,2023-12-28,2024-02-28,202402,2.2000,认购
10006504.SH,50ETF购2024年2月2250,2023-12-28,2024-02-28,202402,2.2500,认购
10006505.SH,50ETF购2024年2月2300,2023-12-28,2024-02-28,202402,2.3000,认购
10006506.SH,50ETF购2024年2月2350,2023-12-28,2024-02-28,202402,2.3500,认购
10006507.SH,50ETF购2024年2月2400,2023-12-28,2024-02-28,202402,2.4000,认购
10006508.SH,50ETF购2024年2月2450,2023-12-28,2024-02-28,202402,2.4500,认购
10006509.SH,50ETF购2024年2月2500,2023-12-28,2024-02-28,202402,2.5000,认购
10006510.SH,50ETF沽2024年2月2100,2023-12-28,2024-02-28,202402,2.1000,认沽
10006511.SH,50ETF沽2024年2月2150,2023-12-28,2024-02-28,202402,2.1500,认沽
10006512.SH,50ETF沽2024年2月2200,2023-12-28,2024-02-28,202402,2.2000,认沽
10006513.SH,50ETF沽2024年2月2250,2023-12-28,2024-02-28,202402,2.2500,认沽
10006514.SH,50ETF沽2024年2月2300,2023-12-28,2024-02-28,202402,2.3000,认沽
10006515.SH,50ETF沽2024年2月2350,2023-12-28,2024-02-28,202402,2.3500,认沽
10006516.SH,50ETF沽2024年2月2400,2023-12-28,2024-02-28,202402,2.4000,认沽
10006517.SH,50ETF沽2024年2月2450,2023-12-28,2024-02-28,202402,2.4500,认沽
10006518.SH,50ETF沽2024年2月2500,2023-12-28,2024-02-28,202402,2.5000,认沽
10006519.SH,300ETF购2024年2月2937A,2023-12-28,2024-02-28,202402,2.9370,认购
10006520.SH,300ETF购2024年2月3035A,2023-12-28,2024-02-28,202402,3.0350,认购
10006521.SH,300ETF购2024年2月3133A,2023-12-28,2024-02-28,202402,3.1330,认购
10006522.SH,300ETF购2024年2月3231A,2023-12-28,2024-02-28,202402,3.2310,认购
10006523.SH,300ETF购2024年2月3329A,2023-12-28,2024-02-28,202402,3.3290,认购
10006524.SH,300ETF购2024年2月3427A,2023-12-28,2024-02-28,202402,3.4270,认购
10006525.SH,300ETF购2024年2月3525A,2023-12-28,2024-02-28,202402,3.5250,认购
10006526.SH,300ETF购2024年2月3622A,2023-12-28,2024-02-28,202402,3.6220,认购
10006527.SH,300ETF购2024年2月3720A,2023-12-28,2024-02-28,202402,3.7200,认购
10006528.SH,300ETF沽2024年2月2937A,2023-12-28,2024-02-28,202402,2.9370,认沽
10006529.SH,300ETF沽2024年2月3035A,2023-12-28,2024-02-28,202402,3.0350,认沽
10006530.SH,300ETF沽2024年2月3133A,2023-12-28,2024-02-28,202402,3.1330,认沽
10006531.SH,300ETF沽2024年2月3231A,2023-12-28,2024-02-28,202402,3.2310,认沽
10006532.SH,300ETF沽2024年2月3329A,2023-12-28,2024-02-28,202402,3.3290,认沽
10006533.SH,300ETF沽2024年2月3427A,2023-12-28,2024-02-28,202402,3.4270,认沽
10006534.SH,300ETF沽2024年2月3525A,2023-12-28,2024-02-28,202402,3.5250,认沽
10006535.SH,300ETF沽2024年2月3622A,2023-12-28,2024-02-28,202402,3.6220,认沽
10006536.SH,300ETF沽2024年2月3720A,2023-12-28,2024-02-28,202402,3.7200,认沽
10006537.SH,500ETF购2024年2月4700,2023-12-28,2024-02-28,202402,4.7000,认购
